39 18060 63551
0 0     1.597070e+03 4.733700e+02
1 58     -1.127050e+03 7.892100e+02
2 58     -3.765400e+02 4.142900e+02
4 58     8.298701e+02 4.682700e+02
5 58     3.421899e+02 8.845601e+02
7 58     1.802700e+02 5.283000e+02
8 58     -8.881900e+02 6.859000e+02
9 58     -3.964200e+02 4.508301e+02
10 58     -2.957300e+02 -2.170400e+02
11 58     2.592400e+02 3.798500e+02
12 58     -9.220800e+02 -3.115601e+02
18 58     -5.179800e+02 1.654500e+02
20 58     -4.392000e+02 -5.581006e+01
21 58     -8.462000e+01 3.295000e+02
23 58     -1.203800e+02 -1.521700e+02
32 58     -1.113000e+02 3.639099e+02
33 58     -8.625400e+02 5.543600e+02
0 59     1.581680e+03 2.332400e+02
1 59     1.002040e+03 2.091500e+02
2 59     7.664301e+02 1.215400e+02
3 59     1.064890e+03 3.200300e+02
5 59     1.193140e+03 8.481801e+02
6 59     8.602700e+02 1.108200e+02
8 59     8.390400e+02 2.973800e+02
12 59     -2.152100e+02 -4.882000e+02
17 59     -9.391600e+02 5.102500e+02
25 59     -3.782100e+02 -3.042100e+02
26 59     5.431300e+02 2.274600e+02
27 59     -9.399100e+02 3.154000e+02
28 59     -5.595000e+02 -2.314399e+02
38 59     5.988300e+02 2.965400e+02
0 60     9.836399e+02 2.793101e+02
1 60     -2.980200e+02 2.352900e+02
6 60     4.053003e+01 1.222700e+02
16 60     6.251100e+02 4.300100e+02
22 60     -3.103800e+02 2.985400e+02
26 60     4.670996e+01 3.001799e+02
33 60     -5.577700e+02 3.713000e+02
0 61     7.485701e+02 3.739199e+02
1 61     -6.239300e+02 4.802200e+02
6 61     -2.313600e+02 3.022800e+02
7 61     3.172200e+02 4.978201e+02
8 61     -3.516900e+02 5.231799e+02
33 61     -6.914600e+02 4.649500e+02
0 62     4.523601e+02 4.540100e+02
1 62     -1.127050e+03 7.892100e+02
2 62     -3.765400e+02 4.142900e+02
4 62     8.298701e+02 4.682700e+02
5 62     3.421899e+02 8.845601e+02
7 62     1.802700e+02 5.283000e+02
9 62     -3.964200e+02 4.508301e+02
10 62     -2.957300e+02 -2.170400e+02
12 62     -9.220800e+02 -3.115601e+02
18 62     -5.179800e+02 1.654500e+02
20 62     -4.392000e+02 -5.581006e+01
21 62     -8.462000e+01 3.295000e+02
23 62     -1.203800e+02 -1.521700e+02
32 62     -1.113000e+02 3.639099e+02
33 62     -8.625400e+02 5.543600e+02
0 63     8.982700e+02 8.410999e+01
1 63     -3.740900e+02 -7.891003e+01
2 63     -1.199500e+02 1.039978e+00
3 63     -4.463900e+02 1.488000e+01
4 63     1.106590e+03 2.770300e+02
5 63     7.461300e+02 6.746100e+02
7 63     4.139800e+02 2.831599e+02
8 63     -1.196500e+02 6.371997e+01
10 63     -1.199399e+02 -4.377700e+02
11 63     4.661600e+02 9.957001e+01
12 63     -7.171700e+02 -5.442400e+02
18 63     -3.734200e+02 -1.864001e+01
20 63     -3.156600e+02 -2.136500e+02
22 63     -3.598400e+02 1.717400e+02
31 63     -1.175200e+03 1.849600e+02
33 63     -5.849300e+02 2.051699e+02
38 63     -5.172200e+02 1.047700e+02
0 64     8.927900e+02 9.218005e+01
1 64     -3.832400e+02 -6.422998e+01
2 64     -1.246600e+02 9.500000e+00
3 64     -4.543400e+02 3.013000e+01
6 64     -6.790002e+01 -7.490997e+01
7 64     4.106000e+02 2.880701e+02
8 64     -1.285400e+02 7.696002e+01
10 64     -1.228600e+02 -4.332500e+02
11 64     4.622500e+02 1.054400e+02
12 64     -7.204600e+02 -5.396801e+02
13 64     -1.243340e+03 2.777700e+02
18 64     -3.756300e+02 -1.500000e+01
22 64     -3.631000e+02 1.761699e+02
33 64     -5.882800e+02 2.118000e+02
0 65     9.130701e+02 9.467004e+01
1 65     -3.530200e+02 -6.243005e+01
4 65     1.117200e+03 2.855300e+02
5 65     7.584399e+02 6.860200e+02
8 65     -9.435999e+01 7.965997e+01
0 66     7.858799e+02 8.968005e+01
1 66     -5.320200e+02 -4.910999e+01
3 66     -5.635100e+02 5.131000e+01
4 66     1.029610e+03 2.750100e+02
5 66     6.453400e+02 6.607900e+02
6 66     -2.043400e+02 -5.770001e+01
13 66     -1.387550e+03 2.555500e+02
33 66     -6.449400e+02 2.122200e+02
38 66     -6.039000e+02 1.349000e+02
0 67     1.160380e+03 1.679299e+02
1 67     -1.076000e+02 7.979980e+00
3 67     -2.991300e+02 8.777002e+01
6 67     2.095200e+02 -4.216998e+01
13 67     -9.844500e+02 5.928201e+02
0 68     8.115400e+02 2.146997e+01
1 68     -4.967200e+02 -1.859301e+02
3 68     -5.370000e+02 -9.226001e+01
6 68     -1.740000e+02 -1.530500e+02
13 68     -1.357270e+03 5.300000e+01
0 69     9.130400e+02 7.044995e+01
1 69     -3.548199e+02 -1.059600e+02
3 69     -4.314300e+02 -1.365002e+01
8 69     -9.447998e+01 4.244000e+01
13 69     -1.210710e+03 2.181599e+02
38 69     -5.065600e+02 8.288000e+01
0 70     9.176299e+02 7.318005e+01
1 70     -3.488400e+02 -1.024200e+02
3 70     -4.271200e+02 -1.000000e+01
8 70     -8.665997e+01 4.653998e+01
13 70     -1.203320e+03 2.238301e+02
0 71     5.417300e+02 2.996699e+02
1 71     -9.482300e+02 4.401799e+02
2 71     -2.899800e+02 2.255200e+02
4 71     8.806001e+02 3.826400e+02
5 71     4.259600e+02 7.808101e+02
7 71     2.366000e+02 4.173101e+02
9 71     -3.265601e+02 3.119099e+02
10 71     -2.471801e+02 -3.180500e+02
11 71     3.273199e+02 2.430400e+02
12 71     -8.695500e+02 -4.235200e+02
18 71     -4.759301e+02 7.696997e+01
0 72     6.002800e+02 8.131995e+01
1 72     -8.492700e+02 -4.051001e+01
4 72     9.128401e+02 2.623500e+02
5 72     4.929600e+02 6.262000e+02
0 73     1.566990e+03 2.885000e+02
1 73     9.718401e+02 3.083700e+02
2 73     7.479700e+02 1.807300e+02
5 73     1.181790e+03 8.896200e+02
6 73     8.401899e+02 1.819300e+02
7 73     9.044800e+02 3.972100e+02
8 73     8.211600e+02 3.799800e+02
16 73     9.663600e+02 4.056799e+02
17 73     -9.603900e+02 6.014900e+02
25 73     -3.915900e+02 -2.633600e+02
26 73     5.339100e+02 2.706899e+02
28 73     -5.716400e+02 -1.963800e+02
29 73     -7.585200e+02 1.599000e+02
32 73     7.818201e+02 1.656300e+02
0 74     5.315701e+02 3.352600e+02
1 74     -9.696400e+02 5.129500e+02
2 74     -3.116400e+02 2.710600e+02
4 74     8.744700e+02 4.039000e+02
5 74     4.139000e+02 8.064900e+02
6 74     -5.524200e+02 3.431899e+02
7 74     2.284600e+02 4.434399e+02
8 74     -7.569200e+02 4.875601e+02
9 74     -3.431000e+02 3.452900e+02
10 74     -2.557700e+02 -2.934900e+02
11 74     3.115500e+02 2.779900e+02
12 74     -8.834600e+02 -3.977200e+02
18 74     -4.875500e+02 9.454004e+01
20 74     -4.129200e+02 -1.160300e+02
21 74     -2.620996e+01 3.709299e+02
23 74     -1.004800e+02 -1.913100e+02
25 74     -1.112020e+03 -1.855200e+02
33 74     -8.049600e+02 4.393201e+02
0 75     5.538000e+02 3.613000e+02
1 75     -9.225700e+02 5.572300e+02
2 75     -2.899700e+02 3.006300e+02
4 75     8.885000e+02 4.177900e+02
7 75     2.407400e+02 4.624700e+02
8 75     -7.196300e+02 5.238400e+02
9 75     -3.253199e+02 3.702000e+02
10 75     -2.453000e+02 -2.767900e+02
12 75     -8.675800e+02 -3.775800e+02
21 75     -3.976001e+01 3.831899e+02
33 75     -7.854100e+02 4.592100e+02
0 76     5.305601e+02 3.700500e+02
1 76     -9.682100e+02 5.857900e+02
2 76     -3.139200e+02 3.098700e+02
5 76     4.102100e+02 8.327400e+02
9 76     -3.435400e+02 3.769900e+02
20 76     -4.098199e+02 -9.650000e+01
33 76     -8.040300e+02 4.700800e+02
0 77     4.874700e+02 4.016000e+02
1 77     -1.055950e+03 6.688300e+02
2 77     -3.390300e+02 3.506600e+02
5 77     3.712300e+02 8.491899e+02
7 77     2.040300e+02 4.911300e+02
8 77     -8.361500e+02 5.980601e+02
9 77     -3.662500e+02 4.042000e+02
10 77     -2.743600e+02 -2.509900e+02
11 77     2.882600e+02 3.356300e+02
12 77     -9.000200e+02 -3.500300e+02
32 77     -8.396997e+01 3.155601e+02
33 77     -8.342200e+02 5.030900e+02
0 78     5.711001e+02 7.940002e+01
1 78     -9.015900e+02 -3.571997e+01
3 78     -8.777800e+02 7.570001e+01
4 78     8.957900e+02 2.599199e+02
5 78     4.707500e+02 6.208300e+02
7 78     2.527900e+02 2.617800e+02
0 79     6.523601e+02 8.526001e+01
1 79     -7.520200e+02 -3.681995e+01
2 79     -2.210500e+02 -2.063000e+01
3 79     -7.468700e+02 6.959003e+01
4 79     9.446201e+02 2.672400e+02
5 79     5.348300e+02 6.377800e+02
6 79     -3.906400e+02 -3.947998e+01
7 79     2.926000e+02 2.708700e+02
9 79     -2.645400e+02 1.286699e+02
10 79     -1.984500e+02 -4.519000e+02
11 79     3.797600e+02 6.909003e+01
18 79     -4.379800e+02 -3.697998e+01
20 79     -3.714600e+02 -2.300200e+02
22 79     -4.962800e+02 1.610600e+02
33 79     -7.264000e+02 2.113201e+02
0 80     1.581920e+03 2.001300e+02
1 80     1.003270e+03 1.482200e+02
2 80     7.658400e+02 8.763000e+01
3 80     1.064730e+03 2.566500e+02
6 80     8.623300e+02 6.559003e+01
7 80     9.131101e+02 3.379700e+02
8 80     8.408199e+02 2.462500e+02
17 80     -9.391000e+02 4.591699e+02
25 80     -3.790900e+02 -3.273201e+02
26 80     5.430800e+02 2.019800e+02
27 80     -9.407100e+02 2.902900e+02
29 80     -7.412500e+02 6.602002e+01
38 80     5.972800e+02 2.511400e+02
0 81     7.481101e+02 2.240801e+02
1 81     -5.897500e+02 2.196899e+02
2 81     -1.869700e+02 1.551800e+02
3 81     -6.180800e+02 3.352800e+02
4 81     1.007880e+03 3.516400e+02
5 81     6.011899e+02 7.581100e+02
6 81     -2.447600e+02 1.284200e+02
7 81     3.387800e+02 3.763101e+02
10 81     -1.724399e+02 -3.547100e+02
11 81     4.076700e+02 2.050600e+02
12 81     -7.807300e+02 -4.576300e+02
13 81     -1.459380e+03 6.510400e+02
18 81     -4.153600e+02 5.028003e+01
20 81     -3.515200e+02 -1.545699e+02
23 81     -6.347998e+01 -2.204000e+02
0 82     6.827800e+02 2.527900e+02
1 82     -6.928100e+02 2.943700e+02
2 82     -2.099600e+02 1.810000e+02
4 82     9.664299e+02 3.645000e+02
5 82     5.435800e+02 7.688900e+02
6 82     -3.355600e+02 1.864200e+02
7 82     3.088400e+02 3.916899e+02
9 82     -2.571300e+02 2.856100e+02
10 82     -1.926500e+02 -3.407800e+02
11 82     3.871500e+02 2.208200e+02
12 82     -8.051400e+02 -4.445800e+02
13 82     -1.544110e+03 7.195000e+02
18 82     -4.315400e+02 6.078003e+01
20 82     -3.652700e+02 -1.455601e+02
22 82     -4.807200e+02 2.578500e+02
23 82     -7.059998e+01 -2.142800e+02
33 82     -7.028100e+02 3.576599e+02
0 83     6.504600e+02 2.563700e+02
1 83     -7.458900e+02 3.122000e+02
2 83     -2.324600e+02 1.859000e+02
4 83     9.454199e+02 3.648000e+02
5 83     5.174301e+02 7.665400e+02
7 83     2.908600e+02 3.931799e+02
10 83     -2.060500e+02 -3.385500e+02
11 83     3.693900e+02 2.231700e+02
12 83     -8.222000e+02 -4.424399e+02
13 83     -1.606230e+03 7.329200e+02
20 83     -3.759800e+02 -1.447100e+02
22 83     -4.987600e+02 2.582300e+02
0 84     1.567610e+03 1.071400e+02
1 84     9.798101e+02 -2.127002e+01
2 84     7.510100e+02 -7.109985e+00
4 84     1.486780e+03 2.776599e+02
5 84     1.192720e+03 7.522600e+02
8 84     8.213700e+02 1.041400e+02
12 84     -2.248800e+02 -5.657300e+02
16 84     9.648199e+02 3.099000e+02
25 84     -3.897500e+02 -3.919800e+02
0 85     1.575280e+03 1.816799e+02
1 85     9.916201e+02 1.141000e+02
2 85     7.597200e+02 6.940002e+01
3 85     1.050820e+03 2.206699e+02
5 85     1.192700e+03 8.089299e+02
8 85     8.325601e+02 2.187300e+02
12 85     -2.196400e+02 -5.194100e+02
17 85     -9.489500e+02 4.313201e+02
25 85     -3.842800e+02 -3.402100e+02
28 85     -5.667400e+02 -2.624000e+02
29 85     -7.494300e+02 4.687000e+01
38 85     5.875400e+02 2.253200e+02
0 86     5.695901e+02 1.728500e+02
1 86     -9.021300e+02 1.593301e+02
2 86     -2.755800e+02 7.785999e+01
7 86     2.503700e+02 3.285400e+02
9 86     -3.127300e+02 1.994900e+02
11 86     3.361801e+02 1.378100e+02
24 86     -3.095900e+02 -4.190997e+01
33 86     -7.800800e+02 2.902900e+02
0 87     7.459700e+02 2.117500e+02
1 87     -5.951300e+02 1.966000e+02
2 87     -1.829000e+02 1.370100e+02
4 87     1.005840e+03 3.448500e+02
5 87     6.005400e+02 7.485400e+02
6 87     -2.492700e+02 1.130500e+02
7 87     3.388800e+02 3.667300e+02
10 87     -1.721100e+02 -3.634100e+02
11 87     4.095500e+02 1.930700e+02
12 87     -7.811100e+02 -4.672800e+02
13 87     -1.460570e+03 6.143000e+02
18 87     -4.158500e+02 4.306006e+01
20 87     -3.515900e+02 -1.609200e+02
22 87     -4.463800e+02 2.379700e+02
23 87     -6.115002e+01 -2.259500e+02
33 87     -6.692900e+02 3.219700e+02
0 88     6.792300e+02 2.237000e+02
1 88     -7.045500e+02 2.369900e+02
2 88     -2.215300e+02 1.486800e+02
3 88     -7.150700e+02 3.571300e+02
4 88     9.634900e+02 3.479299e+02
5 88     5.442600e+02 7.463101e+02
6 88     -3.410400e+02 1.454700e+02
7 88     3.041000e+02 3.719800e+02
9 88     -2.651600e+02 2.615400e+02
10 88     -1.976000e+02 -3.585300e+02
11 88     3.800200e+02 1.960100e+02
12 88     -8.118200e+02 -4.641801e+02
13 88     -1.572050e+03 6.392000e+02
18 88     -4.364600e+02 4.532996e+01
20 88     -3.696899e+02 -1.590400e+02
22 88     -4.827200e+02 2.416000e+02
23 88     -7.362000e+01 -2.239200e+02
25 88     -1.072230e+03 -2.748400e+02
33 88     -7.098000e+02 3.336799e+02
0 89     4.960200e+02 2.633700e+02
1 89     -1.046320e+03 3.694700e+02
2 89     -3.359200e+02 1.843500e+02
4 89     8.536399e+02 3.614299e+02
5 89     3.951700e+02 7.476300e+02
6 89     -6.135000e+02 2.474100e+02
7 89     2.070400e+02 3.914199e+02
8 89     -8.205300e+02 3.727400e+02
9 89     -3.620000e+02 2.779900e+02
10 89     -2.730900e+02 -3.402900e+02
11 89     2.901600e+02 2.127200e+02
12 89     -9.003900e+02 -4.477600e+02
18 89     -4.991800e+02 5.767993e+01
20 89     -4.231300e+02 -1.482700e+02
23 89     -1.088500e+02 -2.170800e+02
25 89     -1.130550e+03 -2.483101e+02
35 89     9.625699e+02 2.245700e+02
0 90     1.539850e+03 2.985901e+02
1 90     9.158301e+02 3.234000e+02
2 90     7.185100e+02 1.926900e+02
3 90     9.680300e+02 4.346400e+02
5 90     1.162960e+03 8.954800e+02
7 90     8.880500e+02 4.059600e+02
8 90     7.833800e+02 3.956600e+02
16 90     9.533900e+02 4.117300e+02
17 90     -1.013950e+03 6.203500e+02
26 90     5.144200e+02 2.798600e+02
27 90     -9.779400e+02 3.703600e+02
28 90     -5.897400e+02 -1.884500e+02
29 90     -7.904700e+02 1.729500e+02
32 90     7.610200e+02 1.754299e+02
38 90     5.322500e+02 3.819700e+02
0 91     4.647500e+02 4.472400e+02
1 91     -1.101500e+03 7.707200e+02
2 91     -3.638700e+02 4.042100e+02
4 91     8.374700e+02 4.644199e+02
5 91     3.522000e+02 8.818400e+02
7 91     1.892600e+02 5.222500e+02
8 91     -8.675100e+02 6.748199e+02
9 91     -3.863300e+02 4.443201e+02
10 91     -2.885900e+02 -2.225699e+02
11 91     2.685100e+02 3.732900e+02
12 91     -9.149000e+02 -3.188300e+02
18 91     -5.114100e+02 1.610500e+02
20 91     -4.341300e+02 -5.956006e+01
21 91     -8.159998e+01 3.362200e+02
32 91     -1.010300e+02 3.576799e+02
33 91     -8.522700e+02 5.466100e+02
0 92     1.552760e+03 9.738000e+01
1 92     9.455100e+02 -3.880005e+01
2 92     7.324900e+02 -1.579999e+01
3 92     9.988601e+02 6.800000e+01
4 92     1.479430e+03 2.721500e+02
5 92     1.184440e+03 7.438800e+02
7 92     8.926599e+02 2.719600e+02
8 92     8.016500e+02 8.941998e+01
16 92     9.569399e+02 3.050100e+02
17 92     -9.917300e+02 3.035601e+02
25 92     -4.039700e+02 -3.974700e+02
26 92     5.195699e+02 1.245500e+02
27 92     -9.685100e+02 2.135000e+02
28 92     -5.876800e+02 -3.095400e+02
29 92     -7.837400e+02 -3.753998e+01
38 92     5.486000e+02 1.141000e+02
0 93     1.518090e+03 1.944399e+02
1 93     8.676899e+02 1.336699e+02
2 93     6.886899e+02 8.701001e+01
3 93     9.132500e+02 2.405300e+02
6 93     7.674200e+02 5.415997e+01
7 93     8.708101e+02 3.377400e+02
8 93     7.547500e+02 2.364000e+02
17 93     -1.060110e+03 4.607400e+02
25 93     -4.352700e+02 -3.272100e+02
26 93     4.959500e+02 2.002500e+02
27 93     -1.002880e+03 2.920400e+02
29 93     -8.305500e+02 6.676001e+01
38 93     4.877200e+02 2.418200e+02
0 94     8.394099e+02 1.645400e+02
1 94     -4.533900e+02 8.127002e+01
2 94     -1.437700e+02 8.945996e+01
3 94     -5.071200e+02 1.840000e+02
4 94     1.066880e+03 3.230701e+02
5 94     6.853101e+02 7.282000e+02
6 94     -1.310200e+02 2.903998e+01
7 94     3.861400e+02 3.379199e+02
9 94     -1.899200e+02 2.260000e+02
10 94     -1.387600e+02 -3.889500e+02
11 94     4.456300e+02 1.629600e+02
12 94     -7.391800e+02 -4.918300e+02
13 94     -1.311550e+03 4.837900e+02
18 94     -3.881500e+02 2.263000e+01
20 94     -3.279900e+02 -1.779700e+02
22 94     -3.931400e+02 2.152500e+02
23 94     -4.785999e+01 -2.371000e+02
33 94     -6.144200e+02 2.750100e+02
38 94     -5.590400e+02 2.313200e+02
0 95     5.371299e+02 1.830500e+02
1 95     -9.648500e+02 1.910100e+02
2 95     -3.018400e+02 8.954999e+01
4 95     8.767400e+02 3.172500e+02
5 95     4.346700e+02 6.933101e+02
6 95     -5.556100e+02 1.241500e+02
9 95     -3.342500e+02 2.063700e+02
10 95     -2.526500e+02 -3.917800e+02
11 95     3.160900e+02 1.438200e+02
12 95     -8.777000e+02 -5.067900e+02
18 95     -4.820900e+02 1.151001e+01
20 95     -4.089800e+02 -1.878800e+02
24 95     -3.206800e+02 -3.762000e+01
25 95     -1.111530e+03 -3.168800e+02
35 95     9.895000e+02 1.835500e+02
0 96     7.363799e+02 2.049199e+02
1 96     -6.133300e+02 1.845500e+02
3 96     -6.431900e+02 2.984800e+02
4 96     9.996001e+02 3.405801e+02
5 96     5.945800e+02 7.418400e+02
6 96     -2.628000e+02 1.045500e+02
7 96     3.321400e+02 3.616599e+02
9 96     -2.389399e+02 2.512700e+02
10 96     -1.780500e+02 -3.683600e+02
12 96     -7.879800e+02 -4.724399e+02
13 96     -1.483660e+03 5.899700e+02
18 96     -4.196400e+02 3.950000e+01
20 96     -3.555699e+02 -1.645900e+02
22 96     -4.514300e+02 2.337000e+02
24 96     -2.811900e+02 -1.746002e+01
33 96     -6.762500e+02 3.148101e+02
0 97     1.494560e+03 2.698700e+02
1 97     7.631101e+02 2.524099e+02
2 97     6.232400e+02 1.771900e+02
3 97     7.655800e+02 3.573900e+02
6 97     7.110000e+02 1.379900e+02
7 97     8.498401e+02 3.961200e+02
17 97     -1.170410e+03 6.023600e+02
26 97     4.761000e+02 2.631300e+02
27 97     -1.064960e+03 3.630800e+02
28 97     -6.753200e+02 -1.916700e+02
29 97     -9.282300e+02 1.559000e+02
0 98     4.534199e+02 3.830100e+02
1 98     -1.129620e+03 6.360701e+02
2 98     -3.781300e+02 3.293400e+02
4 98     8.298401e+02 4.275601e+02
5 98     3.506801e+02 8.314200e+02
6 98     -6.665500e+02 4.305701e+02
7 98     1.800000e+02 4.769500e+02
8 98     -8.874200e+02 5.689600e+02
9 98     -3.998000e+02 3.872700e+02
10 98     -2.972600e+02 -2.624100e+02
11 98     2.580900e+02 3.170300e+02
12 98     -9.264600e+02 -3.621899e+02
18 98     -5.188000e+02 1.247600e+02
20 98     -4.405601e+02 -9.057996e+01
21 98     -4.913000e+01 3.279099e+02
32 98     -1.132400e+02 3.009000e+02
33 98     -8.645200e+02 4.881500e+02
0 99     4.544900e+02 4.183700e+02
1 99     -1.124990e+03 7.141899e+02
2 99     -3.714500e+02 3.704100e+02
4 99     8.311299e+02 4.471599e+02
5 99     3.470800e+02 8.579900e+02
7 99     1.825699e+02 5.017600e+02
8 99     -8.875900e+02 6.283600e+02
9 99     -3.915699e+02 4.171300e+02
11 99     2.635200e+02 3.468800e+02
12 99     -9.202400e+02 -3.385900e+02
20 99     -4.373400e+02 -7.396997e+01
21 99     -6.614001e+01 3.315300e+02
23 99     -1.190000e+02 -1.644200e+02
32 99     -1.091300e+02 3.320100e+02
33 99     -8.604100e+02 5.206300e+02
0 100     5.116499e+02 4.354900e+02
1 100     -1.004330e+03 7.264200e+02
2 100     -3.252900e+02 3.872500e+02
7 100     2.175800e+02 5.149600e+02
9 100     -3.553199e+02 4.336100e+02
10 100     -2.652700e+02 -2.298800e+02
11 100     2.992400e+02 3.630601e+02
32 100     -6.400000e+01 3.435400e+02
0 101     6.304199e+02 9.647998e+01
1 101     -7.920000e+02 -1.059998e+01
2 101     -2.413800e+02 -5.969971e+00
3 101     -7.819800e+02 9.822998e+01
4 101     9.318601e+02 2.719900e+02
5 101     5.165200e+02 6.420701e+02
6 101     -4.218100e+02 -1.964001e+01
7 101     2.805699e+02 2.772100e+02
9 101     -2.827000e+02 1.382500e+02
10 101     -2.135000e+02 -4.435800e+02
11 101     3.629000e+02 7.853003e+01
13 101     -1.648270e+03 2.557400e+02
18 101     -4.509399e+02 -3.093005e+01
22 101     -5.086600e+02 1.660900e+02
33 101     -7.397500e+02 2.220100e+02
0 102     5.596799e+02 1.032500e+02
1 102     -9.235200e+02 1.715997e+01
2 102     -2.822300e+02 -2.330017e+00
3 102     -9.001500e+02 1.308000e+02
4 102     8.890901e+02 2.731400e+02
5 102     4.596700e+02 6.366600e+02
7 102     2.441801e+02 2.795300e+02
9 102     -3.176700e+02 1.372000e+02
10 102     -2.410400e+02 -4.420300e+02
11 102     3.309700e+02 7.753003e+01
20 102     -4.013600e+02 -2.251801e+02
0 103     7.479299e+02 1.155300e+02
1 103     -5.928900e+02 5.859985e+00
2 103     -1.841200e+02 2.398999e+01
3 103     -6.174700e+02 1.097900e+02
4 103     1.005340e+03 2.886599e+02
5 103     6.110800e+02 6.748900e+02
7 103     3.400200e+02 2.966300e+02
11 103     4.104500e+02 1.072700e+02
22 103     -4.441000e+02 1.820901e+02
33 103     -6.685800e+02 2.349299e+02
0 104     1.583720e+03 1.756899e+02
1 104     8.692700e+02 8.348999e+01
26 104     5.436200e+02 1.842000e+02
0 105     1.583720e+03 1.756899e+02
1 105     8.692700e+02 8.348999e+01
0 106     5.749900e+02 1.604199e+02
1 106     -8.908200e+02 1.344199e+02
2 106     -2.721100e+02 6.757001e+01
4 106     8.988501e+02 3.060100e+02
5 106     4.653900e+02 6.816700e+02
10 106     -2.340400e+02 -4.037600e+02
11 106     3.380500e+02 1.321800e+02
20 106     -3.960100e+02 -1.959000e+02
24 106     -3.074300e+02 -4.644000e+01
